Type,Xmin,Ymin,Xmax,Ymax,Area
Meningioma,26.0,17.0,83.0,101.0,4788.0
Metastatic,34.0,22.0,60.0,43.0,546.0
Glioma,81.0,110.0,99.0,130.0,360.0
Meningioma,72.0,81.0,108.0,131.0,1800.0
Metastatic,79.0,108.0,104.0,131.0,575.0
Glioma,16.0,23.0,72.0,71.0,2688.0
Meningioma,6.0,17.0,85.0,85.0,5372.0
Metastatic,49.0,24.0,74.0,70.0,1150.0
Meningioma,94.0,92.0,105.0,97.0,55.0
Meningioma,53.0,101.0,56.0,105.0,12.0
Meningioma,59.0,106.0,105.0,130.0,1104.0
Glioma,94.0,107.0,114.0,118.0,220.0
Meningioma,74.0,78.0,119.0,121.0,1935.0
Metastatic,92.0,88.0,115.0,117.0,667.0
Meningioma,40.0,30.0,50.0,35.0,50.0
Meningioma,66.0,85.0,107.0,95.0,410.0
Glioma,89.0,86.0,105.0,110.0,384.0
Meningioma,50.0,77.0,117.0,119.0,2814.0
Metastatic,71.0,90.0,106.0,128.0,1330.0
Glioma,39.0,16.0,93.0,43.0,1458.0
Meningioma,38.0,24.0,132.0,49.0,2350.0
Metastatic,38.0,13.0,97.0,48.0,2065.0
Glioma,35.0,39.0,61.0,61.0,572.0
Meningioma,18.0,26.0,71.0,69.0,2279.0
Metastatic,32.0,34.0,70.0,64.0,1140.0
Glioma,51.0,106.0,67.0,122.0,256.0
Meningioma,27.0,76.0,94.0,126.0,3350.0
Metastatic,49.0,104.0,69.0,121.0,340.0
Meningioma,47.0,7.0,138.0,61.0,4914.0
Metastatic,72.0,27.0,78.0,32.0,30.0
Meningioma,35.0,4.0,115.0,57.0,4240.0
Glioma,112.0,94.0,121.0,114.0,180.0
Meningioma,14.0,28.0,138.0,128.0,12400.0
Metastatic,96.0,92.0,134.0,115.0,874.0
Glioma,38.0,0.0,114.0,46.0,3496.0
Meningioma,31.0,8.0,130.0,72.0,6336.0
Metastatic,88.0,14.0,104.0,23.0,144.0
Glioma,38.0,79.0,50.0,88.0,108.0
Meningioma,18.0,74.0,51.0,90.0,528.0
Glioma,0.0,57.0,43.0,90.0,1419.0
Meningioma,0.0,29.0,62.0,120.0,5642.0
Metastatic,0.0,52.0,45.0,94.0,1890.0
Meningioma,74.0,98.0,109.0,116.0,630.0
Glioma,42.0,94.0,74.0,123.0,928.0
Meningioma,37.0,82.0,85.0,122.0,1920.0
Metastatic,41.0,94.0,71.0,124.0,900.0
Glioma,30.0,88.0,72.0,122.0,1428.0
Meningioma,28.0,86.0,86.0,123.0,2146.0
Metastatic,26.0,82.0,81.0,123.0,2255.0
Meningioma,42.0,71.0,58.0,100.0,464.0
Metastatic,50.0,89.0,51.0,90.0,1.0
Glioma,80.0,8.0,110.0,31.0,690.0
Meningioma,65.0,3.0,122.0,54.0,2907.0
Metastatic,80.0,6.0,109.0,31.0,725.0
Glioma,102.0,75.0,130.0,96.0,588.0
Meningioma,77.0,66.0,138.0,111.0,2745.0
Metastatic,96.0,71.0,135.0,100.0,1131.0
Meningioma,72.0,93.0,108.0,131.0,1368.0
Glioma,110.0,76.0,138.0,102.0,728.0
Meningioma,83.0,66.0,138.0,126.0,3300.0
Glioma,102.0,92.0,125.0,112.0,460.0
Meningioma,78.0,87.0,137.0,120.0,1947.0
Metastatic,92.0,89.0,130.0,114.0,950.0
Glioma,76.0,82.0,97.0,102.0,420.0
Meningioma,46.0,77.0,113.0,117.0,2680.0
Metastatic,68.0,80.0,101.0,108.0,924.0
Glioma,113.0,74.0,136.0,92.0,414.0
Meningioma,67.0,66.0,138.0,115.0,3479.0
Metastatic,107.0,70.0,138.0,93.0,713.0
Meningioma,52.0,19.0,133.0,58.0,3159.0
Glioma,90.0,76.0,138.0,115.0,1872.0
Meningioma,81.0,69.0,138.0,121.0,2964.0
Metastatic,89.0,78.0,138.0,116.0,1862.0
Glioma,0.0,67.0,31.0,104.0,1147.0
Glioma,3.0,24.0,49.0,83.0,2714.0
Meningioma,41.0,22.0,77.0,83.0,2196.0
Metastatic,9.0,25.0,48.0,79.0,2106.0
Glioma,97.0,16.0,125.0,50.0,952.0
Meningioma,62.0,8.0,138.0,62.0,4104.0
Metastatic,90.0,17.0,134.0,53.0,1584.0
Glioma,42.0,30.0,78.0,68.0,1368.0
Meningioma,40.0,14.0,105.0,73.0,3835.0
Metastatic,40.0,18.0,90.0,71.0,2650.0
Glioma,20.0,24.0,58.0,59.0,1330.0
Meningioma,6.0,20.0,76.0,67.0,3290.0
Metastatic,22.0,24.0,58.0,57.0,1188.0
Glioma,73.0,71.0,114.0,101.0,1230.0
Meningioma,46.0,22.0,56.0,29.0,70.0
Meningioma,36.0,22.0,59.0,45.0,529.0
Glioma,97.0,85.0,138.0,116.0,1271.0
Meningioma,92.0,80.0,135.0,119.0,1677.0
Metastatic,95.0,80.0,138.0,120.0,1720.0
Meningioma,41.0,29.0,138.0,112.0,8051.0
Meningioma,76.0,37.0,88.0,54.0,204.0
Glioma,2.0,69.0,35.0,92.0,759.0
Meningioma,0.0,72.0,51.0,111.0,1989.0
Metastatic,0.0,68.0,36.0,95.0,972.0
Glioma,89.0,12.0,103.0,29.0,238.0
Meningioma,53.0,10.0,136.0,52.0,3486.0
Metastatic,87.0,9.0,112.0,36.0,675.0
Glioma,96.0,104.0,113.0,118.0,238.0
Meningioma,79.0,80.0,126.0,129.0,2303.0
Metastatic,95.0,101.0,113.0,123.0,396.0
Glioma,0.0,9.0,71.0,85.0,5396.0
Meningioma,4.0,18.0,71.0,84.0,4422.0
Metastatic,4.0,9.0,65.0,82.0,4453.0
Glioma,82.0,11.0,122.0,46.0,1400.0
Meningioma,38.0,0.0,138.0,73.0,7300.0
Metastatic,82.0,5.0,128.0,47.0,1932.0
Meningioma,89.0,31.0,127.0,54.0,874.0
Glioma,30.0,11.0,82.0,55.0,2288.0
Meningioma,52.0,44.0,95.0,60.0,688.0
Metastatic,25.0,12.0,85.0,56.0,2640.0
Meningioma,31.0,26.0,55.0,46.0,480.0
Glioma,57.0,53.0,107.0,99.0,2300.0
Meningioma,40.0,50.0,109.0,104.0,3726.0
Metastatic,55.0,51.0,101.0,101.0,2300.0
Glioma,23.0,71.0,40.0,87.0,272.0
Meningioma,47.0,68.0,78.0,95.0,837.0
Metastatic,23.0,68.0,46.0,90.0,506.0
Meningioma,54.0,71.0,78.0,81.0,240.0
Metastatic,31.0,58.0,45.0,81.0,322.0
Glioma,87.0,37.0,105.0,57.0,360.0
Meningioma,57.0,18.0,138.0,68.0,4050.0
Metastatic,79.0,23.0,124.0,63.0,1800.0
Glioma,51.0,45.0,91.0,81.0,1440.0
Meningioma,31.0,36.0,97.0,86.0,3300.0
Metastatic,45.0,40.0,95.0,86.0,2300.0
Glioma,7.0,35.0,58.0,69.0,1734.0
Meningioma,1.0,2.0,110.0,70.0,7412.0
Metastatic,7.0,31.0,65.0,75.0,2552.0
Meningioma,89.0,79.0,96.0,82.0,21.0
Glioma,60.0,94.0,107.0,129.0,1645.0
Meningioma,38.0,76.0,126.0,129.0,4664.0
Metastatic,61.0,92.0,106.0,129.0,1665.0
Meningioma,56.0,8.0,138.0,56.0,3936.0
Meningioma,26.0,37.0,73.0,61.0,1128.0
Glioma,37.0,85.0,63.0,125.0,1040.0
Meningioma,31.0,89.0,84.0,131.0,2226.0
Metastatic,28.0,84.0,69.0,126.0,1722.0
Glioma,0.0,75.0,28.0,106.0,868.0
Meningioma,0.0,56.0,82.0,124.0,5576.0
Metastatic,0.0,70.0,42.0,107.0,1554.0
Glioma,92.0,10.0,107.0,29.0,285.0
Meningioma,51.0,10.0,134.0,52.0,3486.0
Metastatic,88.0,10.0,117.0,35.0,725.0
Glioma,97.0,5.0,127.0,47.0,1260.0
Meningioma,68.0,9.0,129.0,50.0,2501.0
Metastatic,88.0,4.0,132.0,48.0,1936.0
Glioma,40.0,98.0,50.0,103.0,50.0
Meningioma,41.0,97.0,50.0,102.0,45.0
Metastatic,41.0,95.0,55.0,112.0,238.0
Glioma,94.0,97.0,135.0,126.0,1189.0
Meningioma,67.0,74.0,138.0,127.0,3763.0
Metastatic,93.0,95.0,134.0,126.0,1271.0
Glioma,0.0,12.0,65.0,86.0,4810.0
Meningioma,0.0,10.0,89.0,101.0,8099.0
Metastatic,49.0,55.0,59.0,66.0,110.0
Glioma,40.0,62.0,64.0,91.0,696.0
Meningioma,8.0,59.0,80.0,100.0,2952.0
Metastatic,26.0,60.0,64.0,90.0,1140.0
Glioma,28.0,67.0,54.0,83.0,416.0
Meningioma,36.0,66.0,73.0,94.0,1036.0
Meningioma,94.0,31.0,127.0,61.0,990.0
Glioma,49.0,100.0,81.0,125.0,800.0
Meningioma,27.0,85.0,99.0,130.0,3240.0
Metastatic,49.0,99.0,85.0,131.0,1152.0
Meningioma,97.0,11.0,128.0,28.0,527.0
Glioma,38.0,46.0,48.0,53.0,70.0
Meningioma,5.0,16.0,87.0,65.0,4018.0
Metastatic,37.0,42.0,52.0,60.0,270.0
Glioma,25.0,4.0,76.0,50.0,2346.0
Meningioma,70.0,3.0,94.0,38.0,840.0
Meningioma,2.0,69.0,64.0,113.0,2728.0
Meningioma,46.0,104.0,56.0,111.0,70.0
Glioma,20.0,13.0,81.0,63.0,3050.0
Meningioma,4.0,6.0,96.0,82.0,6992.0
Glioma,0.0,45.0,48.0,89.0,2112.0
Meningioma,0.0,31.0,70.0,119.0,6160.0
Metastatic,0.0,44.0,38.0,90.0,1748.0
Glioma,64.0,2.0,100.0,44.0,1512.0
Meningioma,59.0,0.0,103.0,58.0,2552.0
Metastatic,61.0,3.0,106.0,47.0,1980.0
Glioma,17.0,63.0,48.0,87.0,744.0
Meningioma,20.0,67.0,52.0,90.0,736.0
Metastatic,24.0,66.0,35.0,69.0,33.0
Meningioma,39.0,23.0,51.0,40.0,204.0
Glioma,40.0,94.0,62.0,117.0,506.0
Meningioma,35.0,88.0,69.0,121.0,1122.0
Metastatic,46.0,100.0,55.0,115.0,135.0
Meningioma,95.0,89.0,123.0,107.0,504.0
Meningioma,81.0,11.0,123.0,44.0,1386.0
Meningioma,76.0,97.0,123.0,126.0,1363.0
Metastatic,101.0,108.0,109.0,119.0,88.0
Glioma,30.0,10.0,70.0,43.0,1320.0
Meningioma,40.0,5.0,107.0,46.0,2747.0
Metastatic,26.0,8.0,71.0,46.0,1710.0
Glioma,0.0,50.0,70.0,108.0,4060.0
Meningioma,0.0,46.0,96.0,123.0,7392.0
Metastatic,0.0,59.0,51.0,106.0,2397.0
Glioma,92.0,26.0,97.0,31.0,25.0
Meningioma,59.0,13.0,94.0,41.0,980.0
Meningioma,28.0,81.0,89.0,131.0,3050.0
Metastatic,34.0,96.0,48.0,106.0,140.0
Meningioma,26.0,78.0,66.0,103.0,1000.0
Glioma,74.0,61.0,103.0,96.0,1015.0
Meningioma,69.0,49.0,115.0,107.0,2668.0
Metastatic,73.0,61.0,105.0,97.0,1152.0
Glioma,37.0,29.0,57.0,47.0,360.0
Meningioma,27.0,14.0,81.0,74.0,3240.0
Glioma,42.0,57.0,54.0,72.0,180.0
Meningioma,0.0,27.0,57.0,87.0,3420.0
Meningioma,70.0,43.0,90.0,61.0,360.0
Glioma,5.0,37.0,66.0,71.0,2074.0
Meningioma,3.0,36.0,84.0,71.0,2835.0
Meningioma,48.0,17.0,107.0,60.0,2537.0
Glioma,78.0,49.0,85.0,57.0,56.0
Meningioma,63.0,39.0,94.0,62.0,713.0
Metastatic,75.0,46.0,90.0,60.0,210.0
Glioma,98.0,67.0,124.0,98.0,806.0
Meningioma,79.0,70.0,133.0,111.0,2214.0
Metastatic,93.0,64.0,127.0,101.0,1258.0
Meningioma,107.0,25.0,118.0,32.0,77.0
Meningioma,91.0,43.0,109.0,50.0,126.0
Glioma,58.0,101.0,78.0,116.0,300.0
Meningioma,35.0,96.0,91.0,131.0,1960.0
Metastatic,52.0,102.0,79.0,124.0,594.0
Meningioma,47.0,9.0,107.0,35.0,1560.0
Glioma,48.0,104.0,57.0,118.0,126.0
Meningioma,47.0,100.0,59.0,117.0,204.0
Metastatic,47.0,99.0,58.0,115.0,176.0
Meningioma,75.0,68.0,102.0,93.0,675.0
Metastatic,83.0,84.0,98.0,93.0,135.0
Glioma,36.0,93.0,58.0,115.0,484.0
Meningioma,35.0,89.0,62.0,109.0,540.0
Metastatic,34.0,88.0,62.0,117.0,812.0
Glioma,87.0,12.0,126.0,40.0,1092.0
Meningioma,56.0,9.0,134.0,58.0,3822.0
Metastatic,89.0,10.0,132.0,44.0,1462.0
Glioma,24.0,56.0,61.0,95.0,1443.0
Meningioma,12.0,56.0,56.0,101.0,1980.0
Metastatic,16.0,58.0,46.0,95.0,1110.0
Glioma,37.0,42.0,53.0,59.0,272.0
Meningioma,9.0,28.0,75.0,78.0,3300.0
Metastatic,32.0,38.0,54.0,60.0,484.0
Glioma,48.0,11.0,112.0,51.0,2560.0
Meningioma,40.0,10.0,113.0,52.0,3066.0
Metastatic,57.0,34.0,112.0,51.0,935.0
Meningioma,72.0,23.0,117.0,61.0,1710.0
Glioma,108.0,21.0,127.0,51.0,570.0
Meningioma,67.0,11.0,138.0,63.0,3692.0
Metastatic,90.0,25.0,127.0,53.0,1036.0
Glioma,25.0,34.0,67.0,62.0,1176.0
Meningioma,16.0,21.0,79.0,65.0,2772.0
Metastatic,27.0,33.0,72.0,64.0,1395.0
Glioma,52.0,106.0,68.0,123.0,272.0
Meningioma,28.0,76.0,87.0,126.0,2950.0
Metastatic,51.0,104.0,69.0,122.0,324.0
Meningioma,83.0,81.0,132.0,119.0,1862.0
Metastatic,102.0,80.0,108.0,85.0,30.0
Meningioma,54.0,92.0,101.0,118.0,1222.0
Glioma,36.0,31.0,78.0,57.0,1092.0
Meningioma,33.0,30.0,77.0,63.0,1452.0
Metastatic,35.0,32.0,77.0,61.0,1218.0
Glioma,104.0,50.0,113.0,59.0,81.0
Meningioma,76.0,17.0,136.0,64.0,2820.0
Metastatic,87.0,34.0,127.0,62.0,1120.0
Meningioma,84.0,69.0,111.0,85.0,432.0
Metastatic,91.0,72.0,106.0,82.0,150.0
Glioma,80.0,69.0,104.0,82.0,312.0
Meningioma,68.0,67.0,116.0,96.0,1392.0
Metastatic,81.0,67.0,112.0,83.0,496.0
Meningioma,62.0,6.0,127.0,53.0,3055.0
Glioma,39.0,11.0,88.0,43.0,1568.0
Meningioma,36.0,0.0,135.0,74.0,7326.0
Metastatic,28.0,0.0,98.0,44.0,3080.0
Glioma,101.0,103.0,124.0,119.0,368.0
Meningioma,66.0,71.0,131.0,125.0,3510.0
Metastatic,76.0,96.0,126.0,122.0,1300.0
Meningioma,49.0,48.0,58.0,57.0,81.0
Glioma,4.0,73.0,76.0,97.0,1728.0
Meningioma,6.0,69.0,101.0,110.0,3895.0
Metastatic,0.0,73.0,84.0,107.0,2856.0
Glioma,42.0,79.0,102.0,120.0,2460.0
Meningioma,27.0,73.0,106.0,127.0,4266.0
Metastatic,38.0,75.0,92.0,116.0,2214.0
Meningioma,88.0,96.0,124.0,123.0,972.0
Meningioma,20.0,31.0,138.0,106.0,8850.0
Metastatic,81.0,67.0,86.0,74.0,35.0
Glioma,20.0,30.0,75.0,64.0,1870.0
Meningioma,9.0,22.0,93.0,64.0,3528.0
Metastatic,17.0,27.0,78.0,66.0,2379.0
Glioma,0.0,57.0,64.0,116.0,3776.0
Meningioma,0.0,49.0,70.0,121.0,5040.0
Metastatic,13.0,66.0,64.0,78.0,612.0
Glioma,42.0,76.0,50.0,80.0,32.0
Meningioma,38.0,46.0,54.0,81.0,560.0
Metastatic,40.0,30.0,50.0,77.0,470.0
Glioma,43.0,51.0,59.0,62.0,176.0
Meningioma,44.0,49.0,64.0,62.0,260.0
Metastatic,43.0,52.0,58.0,63.0,165.0
Glioma,120.0,96.0,138.0,113.0,306.0
Meningioma,91.0,92.0,138.0,132.0,1880.0
Metastatic,120.0,95.0,137.0,113.0,306.0
Glioma,45.0,18.0,77.0,58.0,1280.0
Meningioma,28.0,4.0,101.0,88.0,6132.0
Metastatic,42.0,16.0,83.0,63.0,1927.0
Glioma,38.0,38.0,46.0,43.0,40.0
Meningioma,13.0,28.0,68.0,68.0,2200.0
Metastatic,38.0,36.0,45.0,43.0,49.0
Glioma,116.0,68.0,138.0,86.0,396.0
Meningioma,96.0,65.0,138.0,93.0,1176.0
Metastatic,113.0,70.0,137.0,84.0,336.0
Glioma,73.0,75.0,79.0,77.0,12.0
Meningioma,24.0,60.0,113.0,125.0,5785.0
Metastatic,49.0,73.0,99.0,115.0,2100.0
Meningioma,19.0,47.0,38.0,61.0,266.0
Glioma,89.0,51.0,91.0,53.0,4.0
Meningioma,34.0,12.0,127.0,71.0,5487.0
Metastatic,61.0,40.0,100.0,61.0,819.0
Metastatic,47.0,93.0,59.0,110.0,204.0
Glioma,0.0,73.0,48.0,106.0,1584.0
Meningioma,0.0,54.0,89.0,124.0,6230.0
Metastatic,0.0,74.0,54.0,107.0,1782.0
Glioma,12.0,74.0,17.0,83.0,45.0
Meningioma,0.0,67.0,65.0,114.0,3055.0
Metastatic,22.0,69.0,33.0,78.0,99.0
Glioma,59.0,99.0,104.0,131.0,1440.0
Meningioma,34.0,67.0,138.0,131.0,6656.0
Metastatic,54.0,99.0,104.0,131.0,1600.0
Meningioma,93.0,68.0,106.0,76.0,104.0
Glioma,85.0,12.0,125.0,38.0,1040.0
Meningioma,55.0,6.0,138.0,58.0,4316.0
Metastatic,77.0,11.0,130.0,48.0,1961.0
Glioma,48.0,7.0,96.0,53.0,2208.0
Meningioma,30.0,5.0,120.0,74.0,6210.0
Metastatic,43.0,3.0,103.0,58.0,3300.0
Glioma,37.0,10.0,67.0,47.0,1110.0
Meningioma,23.0,4.0,98.0,61.0,4275.0
Metastatic,36.0,10.0,66.0,46.0,1080.0
Glioma,106.0,71.0,131.0,92.0,525.0
Meningioma,72.0,66.0,127.0,112.0,2530.0
Metastatic,99.0,68.0,126.0,100.0,864.0
Glioma,29.0,39.0,62.0,62.0,759.0
Meningioma,21.0,21.0,84.0,70.0,3087.0
Metastatic,20.0,28.0,66.0,68.0,1840.0
Glioma,48.0,1.0,103.0,41.0,2200.0
Meningioma,35.0,1.0,110.0,46.0,3375.0
Metastatic,44.0,0.0,103.0,42.0,2478.0
Glioma,48.0,25.0,78.0,56.0,930.0
Meningioma,40.0,7.0,100.0,70.0,3780.0
Metastatic,48.0,21.0,82.0,55.0,1156.0
Glioma,47.0,94.0,59.0,111.0,204.0
Meningioma,21.0,77.0,85.0,123.0,2944.0
Metastatic,48.0,94.0,59.0,113.0,209.0
Meningioma,34.0,86.0,72.0,119.0,1254.0
Metastatic,42.0,92.0,46.0,107.0,60.0
Glioma,35.0,24.0,69.0,55.0,1054.0
Meningioma,25.0,14.0,87.0,63.0,3038.0
Metastatic,35.0,20.0,69.0,53.0,1122.0
Glioma,91.0,74.0,138.0,108.0,1598.0
Meningioma,88.0,47.0,138.0,111.0,3200.0
Metastatic,87.0,71.0,138.0,109.0,1938.0
Meningioma,83.0,86.0,138.0,128.0,2310.0
Glioma,85.0,114.0,98.0,131.0,221.0
Meningioma,60.0,81.0,106.0,131.0,2300.0
Metastatic,83.0,111.0,101.0,131.0,360.0
Meningioma,64.0,20.0,118.0,61.0,2214.0
Glioma,108.0,77.0,137.0,105.0,812.0
Meningioma,54.0,71.0,138.0,117.0,3864.0
Metastatic,100.0,74.0,138.0,106.0,1216.0
Glioma,42.0,23.0,86.0,52.0,1276.0
Meningioma,20.0,2.0,102.0,78.0,6232.0
Metastatic,42.0,24.0,86.0,51.0,1188.0
Glioma,44.0,67.0,91.0,104.0,1739.0
Meningioma,14.0,65.0,106.0,118.0,4876.0
Metastatic,44.0,67.0,91.0,103.0,1692.0
Meningioma,69.0,14.0,72.0,20.0,18.0
Glioma,34.0,83.0,76.0,121.0,1596.0
Meningioma,30.0,77.0,87.0,125.0,2736.0
Meningioma,55.0,6.0,116.0,53.0,2867.0
Glioma,25.0,36.0,40.0,45.0,135.0
Meningioma,0.0,11.0,99.0,73.0,6138.0
Metastatic,34.0,37.0,36.0,38.0,2.0
Glioma,78.0,92.0,126.0,129.0,1776.0
Meningioma,60.0,81.0,123.0,127.0,2898.0
Metastatic,79.0,92.0,125.0,129.0,1702.0
Glioma,77.0,2.0,115.0,27.0,950.0
Meningioma,81.0,3.0,131.0,38.0,1750.0
Metastatic,76.0,2.0,114.0,25.0,874.0
Glioma,41.0,64.0,89.0,114.0,2400.0
Meningioma,18.0,69.0,92.0,120.0,3774.0
Metastatic,40.0,66.0,86.0,114.0,2208.0
Glioma,84.0,12.0,134.0,49.0,1850.0
Meningioma,74.0,5.0,138.0,58.0,3392.0
Metastatic,82.0,8.0,137.0,47.0,2145.0
Glioma,0.0,8.0,62.0,68.0,3720.0
Meningioma,0.0,11.0,83.0,71.0,4980.0
Metastatic,0.0,13.0,21.0,50.0,777.0
Meningioma,102.0,23.0,138.0,86.0,2268.0
Meningioma,40.0,72.0,71.0,105.0,1023.0
Meningioma,87.0,117.0,94.0,122.0,35.0
Meningioma,46.0,15.0,115.0,51.0,2484.0
Meningioma,68.0,69.0,105.0,87.0,666.0
Metastatic,86.0,86.0,94.0,94.0,64.0
Meningioma,0.0,73.0,113.0,128.0,6215.0
Glioma,34.0,30.0,62.0,53.0,644.0
Meningioma,15.0,3.0,102.0,76.0,6351.0
Metastatic,34.0,31.0,62.0,52.0,588.0
Glioma,47.0,95.0,62.0,112.0,255.0
Meningioma,41.0,91.0,67.0,117.0,676.0
Metastatic,48.0,95.0,57.0,109.0,126.0
Glioma,82.0,73.0,117.0,97.0,840.0
Meningioma,65.0,71.0,138.0,120.0,3577.0
Metastatic,68.0,67.0,126.0,97.0,1740.0
Meningioma,83.0,102.0,131.0,131.0,1392.0
Glioma,102.0,53.0,107.0,58.0,25.0
Meningioma,91.0,47.0,112.0,79.0,672.0
Glioma,15.0,36.0,49.0,66.0,1020.0
Meningioma,0.0,14.0,76.0,68.0,4104.0
Metastatic,28.0,40.0,44.0,57.0,272.0
Glioma,12.0,46.0,48.0,76.0,1080.0
Meningioma,0.0,18.0,83.0,83.0,5395.0
Metastatic,12.0,49.0,47.0,75.0,910.0
Glioma,17.0,37.0,49.0,58.0,672.0
Metastatic,14.0,28.0,52.0,65.0,1406.0
Glioma,62.0,7.0,80.0,22.0,270.0
Meningioma,29.0,2.0,90.0,36.0,2074.0
Metastatic,66.0,9.0,79.0,21.0,156.0
Glioma,70.0,89.0,87.0,120.0,527.0
Meningioma,56.0,79.0,110.0,125.0,2484.0
Metastatic,58.0,90.0,96.0,124.0,1292.0
Glioma,93.0,37.0,121.0,58.0,588.0
Meningioma,76.0,21.0,131.0,65.0,2420.0
Metastatic,90.0,35.0,124.0,64.0,986.0
Glioma,116.0,67.0,137.0,89.0,462.0
Meningioma,86.0,64.0,138.0,91.0,1404.0
Metastatic,115.0,67.0,137.0,88.0,462.0
Glioma,70.0,0.0,118.0,36.0,1728.0
Meningioma,56.0,11.0,136.0,49.0,3040.0
Metastatic,70.0,0.0,119.0,37.0,1813.0
Glioma,47.0,17.0,98.0,53.0,1836.0
Meningioma,27.0,5.0,119.0,74.0,6348.0
Metastatic,44.0,13.0,97.0,56.0,2279.0
Glioma,74.0,91.0,106.0,122.0,992.0
Meningioma,65.0,76.0,130.0,131.0,3575.0
Metastatic,75.0,88.0,106.0,124.0,1116.0
Glioma,102.0,108.0,114.0,115.0,84.0
Meningioma,57.0,73.0,132.0,124.0,3825.0
Metastatic,75.0,100.0,125.0,121.0,1050.0
Glioma,0.0,13.0,68.0,91.0,5304.0
Meningioma,0.0,11.0,91.0,102.0,8281.0
Glioma,41.0,97.0,53.0,110.0,156.0
Meningioma,36.0,91.0,60.0,112.0,504.0
Metastatic,45.0,102.0,49.0,109.0,28.0
Glioma,64.0,88.0,97.0,118.0,990.0
Meningioma,46.0,83.0,123.0,126.0,3311.0
Metastatic,62.0,86.0,105.0,122.0,1548.0
Meningioma,75.0,83.0,124.0,122.0,1911.0
Glioma,16.0,38.0,58.0,65.0,1134.0
Meningioma,19.0,2.0,109.0,68.0,5940.0
Metastatic,8.0,30.0,68.0,72.0,2520.0
Glioma,0.0,38.0,74.0,72.0,2516.0
Meningioma,0.0,25.0,84.0,71.0,3864.0
Glioma,48.0,18.0,49.0,20.0,2.0
Meningioma,36.0,6.0,105.0,45.0,2691.0
Metastatic,28.0,6.0,74.0,41.0,1610.0
Glioma,52.0,8.0,84.0,28.0,640.0
Meningioma,46.0,6.0,102.0,40.0,1904.0
Metastatic,49.0,2.0,86.0,31.0,1073.0
Glioma,72.0,70.0,86.0,81.0,154.0
Meningioma,55.0,68.0,89.0,90.0,748.0
Metastatic,64.0,71.0,89.0,86.0,375.0
Meningioma,136.0,79.0,138.0,93.0,28.0
Glioma,68.0,10.0,121.0,34.0,1272.0
Meningioma,33.0,4.0,132.0,58.0,5346.0
Metastatic,66.0,6.0,121.0,33.0,1485.0
Glioma,43.0,0.0,85.0,39.0,1638.0
Meningioma,33.0,0.0,109.0,48.0,3648.0
Metastatic,54.0,1.0,93.0,42.0,1599.0
Glioma,20.0,24.0,95.0,69.0,3375.0
Meningioma,12.0,18.0,106.0,72.0,5076.0
Glioma,54.0,72.0,91.0,97.0,925.0
Meningioma,36.0,23.0,102.0,114.0,6006.0
Metastatic,51.0,72.0,91.0,101.0,1160.0
Meningioma,30.0,85.0,67.0,118.0,1221.0
Glioma,42.0,99.0,68.0,121.0,572.0
Meningioma,41.0,98.0,71.0,122.0,720.0
Meningioma,94.0,88.0,138.0,131.0,1892.0
Glioma,22.0,47.0,50.0,63.0,448.0
Meningioma,24.0,25.0,107.0,64.0,3237.0
Metastatic,21.0,52.0,48.0,63.0,297.0
Glioma,62.0,92.0,107.0,124.0,1440.0
Meningioma,41.0,76.0,128.0,127.0,4437.0
Metastatic,63.0,94.0,106.0,123.0,1247.0
Glioma,34.0,79.0,87.0,113.0,1802.0
Meningioma,29.0,76.0,102.0,123.0,3431.0
Metastatic,34.0,78.0,90.0,112.0,1904.0
Meningioma,88.0,69.0,111.0,92.0,529.0
Meningioma,10.0,43.0,45.0,68.0,875.0
Meningioma,98.0,104.0,135.0,129.0,925.0
Glioma,72.0,59.0,96.0,75.0,384.0
Meningioma,64.0,43.0,102.0,80.0,1406.0
Metastatic,73.0,56.0,100.0,77.0,567.0
Glioma,36.0,36.0,70.0,56.0,680.0
Meningioma,38.0,31.0,73.0,59.0,980.0
Metastatic,32.0,36.0,69.0,56.0,740.0
Meningioma,20.0,15.0,66.0,51.0,1656.0
Glioma,34.0,88.0,94.0,123.0,2100.0
Meningioma,33.0,79.0,127.0,127.0,4512.0
Metastatic,24.0,84.0,96.0,128.0,3168.0
Glioma,29.0,85.0,73.0,121.0,1584.0
Meningioma,29.0,63.0,112.0,125.0,5146.0
Metastatic,30.0,87.0,72.0,118.0,1302.0
Glioma,49.0,85.0,66.0,104.0,323.0
Meningioma,30.0,83.0,76.0,118.0,1610.0
Metastatic,49.0,81.0,86.0,107.0,962.0
Meningioma,37.0,0.0,92.0,27.0,1485.0
Glioma,47.0,102.0,61.0,117.0,210.0
Meningioma,47.0,102.0,72.0,118.0,400.0
Metastatic,41.0,101.0,60.0,122.0,399.0
Meningioma,37.0,14.0,75.0,45.0,1178.0
Meningioma,59.0,16.0,117.0,61.0,2610.0
Glioma,17.0,0.0,91.0,49.0,3626.0
Meningioma,39.0,1.0,98.0,48.0,2773.0
Metastatic,17.0,0.0,84.0,45.0,3015.0
Meningioma,19.0,68.0,95.0,108.0,3040.0
Metastatic,71.0,83.0,77.0,90.0,42.0
Glioma,69.0,81.0,87.0,99.0,324.0
Meningioma,46.0,75.0,105.0,107.0,1888.0
Glioma,52.0,23.0,64.0,35.0,144.0
